problem,0,1,2,3
 British firm Draper Investments is preparing to ------- Gray Industrial as part of its strategy to enter the North American market. , possess , acclaim , acquire  , compete 
 The ------- state governor of Louisiana returned to practicing law after resigning from his post last November. , current  , definite , former  , normal 
 Fans of the Prescott gourmet food catalog will be happy to learn that ------- of the company’s products can now be purchased online. , almost  , every , most , much 
" Mr. Forger did not attend the organization’s quarterly meeting last September, but he ------- to come this time. ", expressed , selected , promised  , approved 
" When submitting their research reports, students are required to include a list of any ------- they may have used on a separate sheet of paper. ", refers , referred , referencing , references  
" A short ------- is provided for every photograph in the exhibit, helping viewers to understand the context in which each one was taken. ", describe , describing , descriptive , description  
" Through ------- effort and the help of a physical therapist, the athlete was able to return to running marathons within just a few months. ", flexible , persistent  , detailed , accomplished 
" Judging from the size of the crowd that showed up for the free concert, there had to be ------- 3,000 people in the park that day. ", less , least , at least  , the least 
 Passport applications may take up to six weeks to ------- depending on the volume of requests received by the issuing office. , process  , connect , follow , invent 
" ------- in student financial aid programs have led to higher college enrollment, but have also increased student debt. ", Findings , Placements , Limitations , Expansions  
" When asked to select which aspect of Apex Hotel they found most -------, many guests chose its central location. ", appeal , appealed , appealing  , appealingly 
" Ms. Davis said she would have accepted the position in Atlanta, ------ the company had offered to pay her the salary she wanted. ", if  , so that , no matter , but that 
" A crew of six workers is in charge of routine maintenance at the factory, ------- safety checks and repairs as needed. ", performs , performed , performing  , will perform 
" To get to Falcon Winery, visitors should turn ------- highway 29 at exit 17 before proceeding east for about four miles. ", off  , upon , along , outside 
" Nearly every critic who has watched Hans Mueller’s film, Humanity, recommends ------- it in theaters to fully appreciate its excellent cinematography.  ", see , seeing  , seen , to see 
" ------- mentioned in guidebooks, the Nature Reserve of Weenen nonetheless provides visitors to Johannesburg with plenty of opportunities to spot wild animals. ", However , Besides , Seldom  , Somewhat 
" As many of the country’s highly skilled professionals have gone overseas to find work, finding a qualified candidate for the director’s job has proved -------. ", challenges , challenged , challenger  , challenging  
 People ------- about taking one of the university’s summer course offerings should direct their inquiries to the dean of admissions. , eligible , curious  , formal , preferred 
" Demand for the firm’s services declined in the past 12 months, ------- it continues to make a profit from its existing list of clients. ", yet  , since , after , until 
" The couple had to choose between a small home in the city and a larger one further away, as ------- were the only options available within their price range.   ", them , those  , each , what 
" Time permitting, Mr. Reed may conclude the seminar with a special video presentation that demonstrates how  --------- his marketing methods are. ", effectiveness , effective , effectively  , effect 
" Ron and Amanda turned in their college applications in December, but Elliot waited another month to submit -------. ", he , his  , him , himself 
" For a fee, the hotel staff ------- guided visits to some of the tourist attractions located outside the city. ", organizer , organizing , organizes  , organization 
 The demand for Internet service has been so great ------- none of the country’s providers has been able to keep up. , as , not , that  , now 
 The consultant believes market surveys will help the firm decide ------- to open its branch office in Bogota or Caracas. , also , that , rather , whether  
 Users who -------the old version of the software may continue to download it from the company’s Web site. , prefer  , prefers , to prefer , is preferred 
 Covendry’s planned initial stock offering has been postponed due to an ------- lack of interest among investors.  , appears , apparent  , apparently , appearance 
 The contract terms state that Sinco Bank may take ------- of Braid Corporation's assets if the loan is not repaid. , revision , division  , condition , possession  
" For a limited time, the Lincoln Appliance Center is offering to deliver and ------- any item purchased in its store for free. ", install  , inhabit , confirm , measure 
 Fans waiting ------- for the concert to begin were disappointed to learn the main performers would be late. , expects , expectant , expectantly  , expectancy 
" While the debate is being broadcast live on national television, viewers can post their ------- on the network’s online page. ", react , reacts , reacting , reactions  
" As long as the team is given all the resources it needs, the project’s targeted completion date seems perfectly -------.  ", simple , attainable  , ordinary , inclusive 
 The board of directors will be meeting in January to discuss important policy ------- related to executive compensation. , issues  , will issue , issuing , to issue 
 Ms. Paulson is trying to convince her boss that having the corporate Web site done ------- is worth the added expense. , profess , profession , professional , professionally  
" Henry and Janice started working on their reports at the same time, but Janice finished hers two weeks ------- Henry did. ", then  , prior to  , before  , previous 
 The factory requires a completely ------- supplier of raw materials if it hopes to sustain its current levels of production. , depend , depending , dependable  , dependably 
" To ------- his recovery, Ben was advised by his doctors to avoid highly stressful situations for a few months. ", complicate , evaluate , delegate , facilitate 
" The schedule does not indicate ------- Mr. Jarvis is supposed to give his talk, but it should be sometime in the afternoon. ", then , when  , soon , still 
" Prior to becoming the COO of Dunleavy, Mr. Porter spent a ------- amount of time overseeing the company’s projects in Africa. ", generous  , portable , mutual , lively 
 Mr. Lawler ------- at an extravagant ceremony for the contributions he had made to the Parker Foundation. , honored , is honored , was honored  , has honored 
" Sponsors who pay $2,000 and above are entitled to have their company name and logo displayed ------- on promotional materials for the event. ", factually , prominently  , occasionally , momentarily 
 The theater management reminds patrons to keep their mobile phones turned off ------- the duration of the show. , along , beyond , before , throughout  
 Two employees in the sales department received certificates of ------- from the head office for their exemplary work performance. , recognize , recognition  , recognizing , recognizable 
 Complaints ------- by residents at today’s meeting will not be addressed by the city council until its next monthly session. , passed out , caught on , dropped in , brought up  
" Even though property prices in the business district have become extremely affordable, many office spaces in the area remain -------. ", upset , vacant  , complex , obsolete 
 The ------- of the country’s upcoming presidential elections could influence the decision of many foreign corporations to invest in its economy. , outcome  , makeup , layover , incentive 
" Oliver was offered a salary that was significantly higher than ------- he initially expected, so he took the job without hesitation. ", how , which , who , what  
 The accountant will require complete expense reports from each department in order to ------- this month’s financial records. , balance  , average , demonstrate , collaborate 
 The hundred-year old newspaper has lost 50 percent of its readership and needs a serious ------- of cash to continue operating. , infuse , infuses , infused , infusion  
 Aquaduck’s new water-saving product is designed to work with the shower installations ------- found in most modern bathrooms. , inwardly , typically  , successfully , alternatively 
" Sunray Village has many features considered ------- in a retirement community, including 24-hour security and easy access to a range of services.  ", desire , desires , desirable  , desiring 
 Customers who require immediate assistance with a problem may call ------- of the numbers listed on the travel agency’s Web site. , any  , more , every , other 
 A ------- study undertaken by the Health Ministry identified a number of potential causes behind the nation’s ongoing struggle with obesity. , mounting , perpetual , surrounding , comprehensive  
 Domus International hopes to gain some ------- against the risks of doing business in Panama by establishing a partnership with a local company. , liability , insurance  , ownership , negotiation 
" The new strategy adopted by Bond Industries has generated huge returns for the firm, which earned $542 million this year ------- just $275 million the year before. ", in addition to , on account of , as opposed to  , in accordance with 
" The measures introduced by the supervisor were ------- effective at improving staff morale, but employee turnover is still a major concern.  ", anyhow , afterward , nowadays , somewhat 
 Many entrepreneurs say they are discouraged from starting businesses because the process they are required to undergo is far ------- complicated.  , quite , too  , very , rather 
 Conference participants interested in signing up for a special workshop will find all the ------- information posted in the reception area. , manual , entire , relevant  , preceding 
" In spite of the many hardships she had to endure, ------- for a moment did Ms. Kendrick waver in her commitment to finish the job she started. ", lately  , never  , less , thus 
 Representation charges ------- by lawyers doing work on behalf of the firm may be reimbursed in full as long as the proper expense receipts are submitted. , incur , incurs , incurred  , incurring 
 The budget committee is hopeful that the immediate implementation of spending cuts will ------- the need for Governor Delaney to declare a fiscal emergency later on. , mitigate  , penalize , reform , permit 
 Tests have ------- shown that Haskell’s bar soap lasts longer and cleans more effectively than other brands on the market. , repeatedly  , repeated , repeating , repeat 
 Passengers are requested to ------- a declaration form before proceeding through immigration.  , speak , complete  , inform , reply 
" After the group finished their meeting, they put ------ the projector and cleaned up the conference room.  ", upon , off , into , away  
" People who donate $5,000 or more to the museum’s construction will have ------- names displayed in the lobby. ", they , them , their  , themselves 
" -------- critics gave the new action film positive reviews, but a few writers said the plot was too predictable.  ", Much , Any , Most  , Every 
 Applicants -------- for job interviews will meet with the bank’s human resources director on Wednesday.  , talked , selected  , nominated , voted 
 The online retailer -------- every order within three days of purchase and guarantees delivery within seven business days. , was processed , will process  , was processing , had processed 
 Clarence studied hard for the medical licensing exam and achieved a ------- perfect score on his first attempt. , too , near  , rather , more 
 Information on the magazine’s rate of -------- is available on the publishing company’s Web site. , subscriber , subscribed , subscribes , subscription  
 Gordon Enterprises will take ------- control of Davidson Incorporated at the beginning of next month when the sale becomes official. , through , by , over  , apart 
 Analysts are -------- that the regional economy will benefit from the city hosting the international sports competition.  , optimistic  , optimize , optimal , optimistically 
" Maxillan was advertised on TV as a safe and effective cleaning product, but several independent laboratory tests have proved -------.  ", furthermore , otherwise  , therefore , however 
 Mr. Randleman has had more experience than anyone else in the company and is the person ------- capable of becoming its next CEO. , much , most  , often , prior 
 The Web site is known among information technology professionals as a ------- source of news about their industry. , relying , reliable  , reliant , reliably 
 It is ------- that participants planning to join the tour of Huangshan mountain be healthy enough to climb for several hours. , necessity , necessitate , necessary  , necessarily 
" Mr. Schmidt asked his secretary to cancel the afternoon appointment, but she had done so --------. ", already  , yet , since , until 
" The Fort Smith Bridge was blocked because of an accident, so police officers directed traffic to an -------- route. ", original  , alternative  , eligible , indicative 
 Security staff check entrances and windows -------- throughout their shifts to ensure that everything is locked.  , periodical , period , periodically  , periodic  
 The luxury goods store specializes in selling expensive ------- imported from various countries around the globe.  , investment , composition , attraction , merchandise  
" ------- some jewelry items, everything else in Sophia’s Boutique has been discounted by 50 percent for the clearance sale.  ", Because , Apart from  , Despite , Even if 
 The teacher told the language students to keep ------- their speaking skills every day in order to increase their fluency. , practice , practices , practitioner , practicing  
" Ms. Washington called in sick this morning, so her assistant George met with the client on her -------. ", admission , behalf  , allowance , position 
 Mr. Young is expected to give a financial talk in Brussels soon after ------- the two-day conference in Amsterdam.     , attend , attended , attendance , attending  
" Sandra likes her current shop location, but is ------- looking for a new space, as the landlord has decided not to renew her lease. ", reluctance , reluctant , reluctantly  , reluctances   
" Out of the 100 questions on the exam, test takers need to answer 70 of them ------- in order to receive a passing grade. ", corrected , correction , correctly  , correcting 
" Nobody in the office knew ------- briefcase was left in the meeting room, so it was left at the reception desk.  ", who , whomever , whose  , whom 
" Phone service in the office building is --------- unavailable due to system updates, but will be restored shortly.  ", potentially , ordinarily , momentarily  , continuously  
 Business customers are asked to schedule a ------- with one of the company’s salespeople to learn about volume discounts.  , maintenance , demonstration , consultation  , procedure 
 The city is conducting a series of free tax seminars for ------- citizens who would like assistance with understanding the new regulations. , this , that , these , those  
" The upcoming workshop has been arranged for --------- employees, and will be conducted by Mr. Sears on Thursday. ", administrate , administratively , administers , administrative  
 The most obvious --------- to the building plan for the conference center was the addition of an underground parking facility.  , modification  , modify , modified , modifies 
 The exceptional public ------- available in Singapore make navigating the city both fast and easy. , transporter , transporting , transportation  , transported 
" The museum is hosting an exhibition of artifacts ------- the Renaissance era, including several selections of Italian and French art.  ", at , by , to , from  
 Paula ------- asks members of the public relations department if they need office supplies and places an order every month.  , routinely  , profoundly , potentially , marginally 
 Gift certificates are ------- at any branch located within the United States but may not be used at overseas locations or for purchases made online. , regular , rewarding  , redeemable  , refundable 
" Both of the consultants agreed that the assembly line was inefficient, but came to different ------- on how to solve the problem. ", discoveries , conclusions  , negotiations , announcements 
" As ------- on last night’s evening news, a winter storm is fast approaching the area, so residents are advised to stay indoors. ", to report , is reporting , being reported , reported  
" Even though the improved employment rates are --------, many local residents are worried about the long-term effects of building factories nearby.  ", improper , unfamiliar , irreversible , undeniable  
" Staff members are given the freedom to accomplish assigned tasks ------- they like, as long as their work is completed by the stated deadline.  ", if , whatever , however  , unless 
" The seatbelt signs will be switched on, and the aircraft’s oxygen masks will automatically drop -------- an emergency landing. ", in case of  , inclusive of , instead of , as part of 
 Passengers may unfasten their seatbelts  ------- the aircraft has come to a complete stop. , once  , how , which , what 
 Paulson Fashions and Benson Boutiques  ------- into a new company called P&B Designs nearly two decades ago.  , shared , associated , merged   , agreed 
 The city’s rapidly rising population level was a good ------- that the mayor’s economic recovery plan was working.  , indicative , indicate , indicatively , indication   
 The chemistry professor gave a short  ------- on environment-friendly cleaning liquids during last week’s conference. , presentation   , exhibit , experiment , instruction 
 The ------- reviewed film Road to Denver by director Tim Brass went on to win numerous awards. , positive , positively   , positives , positivity 
" The inspector gave the assembly plant high marks for safety, ------- she did say that sector B required additional lighting. ", in spite of , even though   , even if , because 
 All of Tenton Mobile’s products are ------- checked for manufacturing flaws before being shipped to retail outlets. , regretfully , carefully   , marginally , endlessly 
" More than 800 people from across the country, ------- even 250 international participants, entered the magazine’s photography competition.  ", yet , but , and   , nor 
" Some boxes were stacked up in the empty office, but nobody in the department knew to  ------- they belonged.  ", where , whose , what , whom   
" Travellers are urged to arrive at the terminal at least two hours in advance, ------- they have time to go through check-in, security, and immigration. ", even so , so that   , whereas , as to 
 A group of corporate consultants was hired by the firm to determine if there was a way of reducing operational -------. , expensive , expensively , expenses   , expends  
" As the caterer was booked on the day Ms. Moore requested, he recommended another ------- for the task. ", nomination , colleague   , applicant , appointment 
 Attendees agreed that the ------- lecture in the whole series was Dr. Sung’s talk on alternative medicine. , more informative , informative , informs , most informative   
" A specific time for Friday’s board meeting has not yet been set, but the chairperson said it would be ---------- 3 o’clock. ", between , around   , beside , next 
" Melissa signed two contract copies, and one of them was submitted to human resources whereas the other was made to keep for her personal ----------. ", referenced , referential , reference   , refer 
 The Redwood Art Society kindly asks that guests invited to the banquet provide ------- of attendance by the end of the week.  , confirmation   , enrollment , participation , activation 
 The violinist ------- at the concert hall this evening underwent years of training in Vienna and Milan.  , will perform , is performing , will be performed , performing   
" It is --------- to use any camera or recording device in the theater complex, and those caught doing so will be reported and may face penalties. ", probable , delicate , prohibited   , regulated 
 The engineering team was asked to develop a mobile phone that was more functional and  ----------- than the previous model.  , attraction , attracts , attractively , attractive   
" After ------- through the real estate agency’s annual report, the sales director said it was the most profitable year for the branch so far. ", was gone , had gone , having gone   , was going 
" As there is very little room for adjustment in the project -------, the manger emphasized that production deadlines had to be followed. ", conclusion , timetable   , description , initiation 
 Ms. Weng ------- work on the office renovation the moment she noticed crew members using the wrong color of paint. , completed , proposed , halted   , responded 
" Although the Coastal Office Tower has  ------- to be completely constructed, more than half of its units have been sold. ", yet   , since , from , already 
 The personnel office’s planned workshops are open to ------- working in the company’s customer service sector. , everything , some , anyone   , much 
" ------- hosting a large party for the staff this year, management has chosen to cancel the event and give out modest cash bonuses.  ", Owing to , Instead of   , Apart from , Due to  
 ------- descriptions and explanations of all of Beaker Financial’s corporate policies are printed in the employee handbook. , Comprehensive   , Durable , Selective , Interested 
" New Scotland Bank will host the economic summit at the Labrador Hotel, as it ------- for the past 12 years. ", is doing , was done , will do , has done   
 Participants on the tour of Rome said one of the reasons they appreciated their guide was that he offered information in an ------- manner.  , entertains , entertaining   , entertained , entertainer 
" Weather conditions in the Mediterranean have been ------- this winter, with unusually high temperatures reported throughout the region. ", forecasted , increased , prominent , pleasant   
" ------- team leaders, all other research staff must get official authorization from their superiors to access any part of the firm’s archives. ", Except for   , Inclusive of , Responsible for , Ahead of 
 The Minister of Education ------- several significant changes in the administration of public schools across the state since she was elected last year. , is making , was made , was making , has made   
 Included with the supplier’s response letter was a cost -------- for the products Radford Enterprises was interested in receiving on a monthly basis. , funding , estimate   , payment , allowance 
 Melinda finally found a job in retail management -------- waiting for nearly a month to get a response from any of the applications she submitted.  , when , before , soon , after   
" Children under the age of 13 may not  -------- the new comedy at the theater, unless accompanied by an adult. ", look , watch   , scan , browse 
" Ms. Cooper got stuck in traffic this morning, so she had to call in and delay ------- dental appointment until the afternoon.  ", she , hers , herself , her   
" A -------- parking area was opened near the compound’s main gate, while the permanent one underwent repaving.  ", comparative , temporary   , permissible , conditional 
" Although Mr. Thompson works at the company’s main office in Philadelphia, he -------- a residence in Denver, where he spends most of his vacation time. ", to maintain , was maintained , maintains   , maintain 
 The City Council and the Planning Commission ---------- to attract businesses and industries to the area by offering tax incentives. , attempts , was attempted , are attempting   , to attempt 
" In an ---------- competitive marketplace for automobiles, Turner Manufacturing is focusing on target consumers that want more eco-friendly vehicles. ", Increasingly   , improperly , unnecessarily , impartially 
" For the proposal to ----------, the development team must convince the firm’s board of directors that the project is financially feasible.  ", be approved   , is approving , have approved , approve 
